coc_id,year,field_id,class,manual_value,auto_value,source_page,reason
CA-529,2024,1b_1_3_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_4_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_4_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_4_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_5_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_5_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_5_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_6_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_6_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_6_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_7_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_7_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_7_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_8_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_8_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_8_ces,A_categorical,,No,3,manual_blank
CA-529,2024,1b_1_9_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_9_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_9_ces,A_categorical,,No,3,manual_blank
CA-529,2024,1b_1_10_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_10_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_10_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_11_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_11_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_11_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_12_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_12_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_12_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_13_meetings,A_categorical,,No,3,manual_blank
CA-529,2024,1b_1_13_voted,A_categorical,,No,3,manual_blank
CA-529,2024,1b_1_13_ces,A_categorical,,No,3,manual_blank
CA-529,2024,1b_1_14_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_14_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_14_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_15_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_15_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_15_ces,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_16_meetings,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_16_voted,A_categorical,,Yes,3,manual_blank
CA-529,2024,1b_1_16_ces,A_categorical,,No,3,manual_blank
CA-529,2024,1b_1_17_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_17_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_17_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_18_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_18_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_18_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_19_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_19_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_19_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_20_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_20_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_20_ces,A_categorical,,No,4,manual_blank
CA-529,2024,1b_1_21_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_21_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_21_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_22_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_22_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_22_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_23_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_23_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_23_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_24_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_24_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_24_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_25_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_25_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_25_ces,A_categorical,,No,4,manual_blank
CA-529,2024,1b_1_26_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_26_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_26_ces,A_categorical,,No,4,manual_blank
CA-529,2024,1b_1_27_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_27_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_27_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_28_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_28_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_28_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_29_meetings,A_categorical,,Nonexistent,4,manual_blank
CA-529,2024,1b_1_29_voted,A_categorical,,No,4,manual_blank
CA-529,2024,1b_1_29_ces,A_categorical,,No,4,manual_blank
CA-529,2024,1b_1_30_meetings,A_categorical,,Nonexistent,4,manual_blank
CA-529,2024,1b_1_30_voted,A_categorical,,No,4,manual_blank
CA-529,2024,1b_1_30_ces,A_categorical,,No,4,manual_blank
CA-529,2024,1b_1_31_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_31_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_31_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_32_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_32_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_32_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_33_meetings,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_33_voted,A_categorical,,Yes,4,manual_blank
CA-529,2024,1b_1_33_ces,A_categorical,,Yes,4,manual_blank
CA-529,2024,1c_1_1,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_2,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_3,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_4,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_5,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_6,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_7,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_8,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_9,A_categorical,,Nonexistent,9,manual_blank
CA-529,2024,1c_1_10,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_11,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_12,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_13,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_14,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_15,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_1_16,A_categorical,,Nonexistent,9,manual_blank
CA-529,2024,1c_1_17,A_categorical,,Yes,9,manual_blank
CA-529,2024,1c_2_1,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_2_2,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_2_3,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_2_4,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_3_1,A_categorical,,No,10,manual_blank
CA-529,2024,1c_3_2,A_categorical,,No,10,manual_blank
CA-529,2024,1c_3_3,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_3_4,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_3_5,A_categorical,,Yes,10,manual_blank
CA-529,2024,1d_1_1,A_categorical,,Yes,23,manual_blank
CA-529,2024,1d_1_2,A_categorical,,Yes,23,manual_blank
CA-529,2024,1d_1_3,A_categorical,,No,23,manual_blank
CA-529,2024,1d_1_4,A_categorical,,Yes,23,manual_blank
CA-529,2024,1d_2_1,B_integer,,2.0,23,manual_blank
CA-529,2024,1d_2_2,B_integer,,2.0,23,manual_blank
CA-529,2024,1d_2_3,B_percent,,1.0,23,manual_blank
CA-529,2024,1d_4_1_policymakers,A_categorical,,Yes,25,manual_blank
CA-529,2024,1d_4_1_prevent_crim,A_categorical,,No,25,manual_blank
CA-529,2024,1d_4_2_policymakers,A_categorical,,Yes,25,manual_blank
CA-529,2024,1d_4_2_prevent_crim,A_categorical,,No,25,manual_blank
CA-529,2024,1d_4_3_policymakers,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_4_3_prevent_crim,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_6_1,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_6_2,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_6_3,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_6_4,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_6_5,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_6_6,A_categorical,,Yes,26,manual_blank
CA-529,2024,1d_9b_1,A_categorical,,Yes,33,manual_blank
CA-529,2024,1d_9b_2,A_categorical,,Yes,33,manual_blank
CA-529,2024,1d_9b_3,A_categorical,,Yes,33,manual_blank
CA-529,2024,1d_9b_4,A_categorical,,Yes,33,manual_blank
CA-529,2024,1d_9b_5,A_categorical,,Yes,34,manual_blank
CA-529,2024,1d_9b_6,A_categorical,,Yes,34,manual_blank
CA-529,2024,1d_9b_7,A_categorical,,Yes,34,manual_blank
CA-529,2024,1d_9b_8,A_categorical,,Yes,34,manual_blank
CA-529,2024,1d_9b_9,A_categorical,,Yes,34,manual_blank
CA-529,2024,1d_9b_10,A_categorical,,Yes,34,manual_blank
CA-529,2024,1d_9b_11,A_categorical,,Yes,34,manual_blank
CA-529,2024,1c_4c_1_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_1_oth,A_categorical,,Yes,12,manual_blank
CA-529,2024,1c_4c_2_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_2_oth,A_categorical,,Yes,12,manual_blank
CA-529,2024,1c_4c_3_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_3_oth,A_categorical,,Yes,12,manual_blank
CA-529,2024,1c_4c_4_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_4_oth,A_categorical,,Yes,12,manual_blank
CA-529,2024,1c_4c_5_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_5_oth,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_6_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_6_oth,A_categorical,,Yes,12,manual_blank
CA-529,2024,1c_4c_7_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_7_oth,A_categorical,,Yes,12,manual_blank
CA-529,2024,1c_4c_8_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_8_oth,A_categorical,,Yes,12,manual_blank
CA-529,2024,1c_4c_9_mou,A_categorical,,No,12,manual_blank
CA-529,2024,1c_4c_9_oth,A_categorical,,No,12,manual_blank
CA-529,2024,1c_5c_1_proj,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_1_ces,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_2_proj,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_2_ces,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_3_proj,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_3_ces,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_4_proj,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_4_ces,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_5_proj,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_5_ces,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_6_proj,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_5c_6_ces,A_categorical,,Yes,15,manual_blank
CA-529,2024,1c_7c_1,A_categorical,,Yes,21,manual_blank
CA-529,2024,1c_7c_2,A_categorical,,No,21,manual_blank
CA-529,2024,1c_7c_3,A_categorical,,Yes,21,manual_blank
CA-529,2024,1c_7c_4,A_categorical,,Yes,21,manual_blank
CA-529,2024,1c_7c_5,A_categorical,,No,21,manual_blank
CA-529,2024,1c_7c_6,A_categorical,,No,21,manual_blank
CA-529,2024,1c_7c_7,A_categorical,,Yes,21,manual_blank
CA-529,2024,1d_10a_1_years,B_integer,,8,37,manual_blank
CA-529,2024,1d_10a_1_unsheltered,B_integer,,0,37,manual_blank
CA-529,2024,1d_10a_2_years,B_integer,,12,37,manual_blank
CA-529,2024,1d_10a_2_unsheltered,B_integer,,2,37,manual_blank
CA-529,2024,1d_10a_3_years,B_integer,,4,37,manual_blank
CA-529,2024,1d_10a_3_unsheltered,B_integer,,2,37,manual_blank
CA-529,2024,1d_10a_4_years,B_integer,,4,37,manual_blank
CA-529,2024,1d_10a_4_unsheltered,B_integer,,0,37,manual_blank
CA-529,2024,2a_5_1_non_vsp,B_integer,,135,49,manual_blank
CA-529,2024,2a_5_1_vsp,B_integer,,15,49,manual_blank
CA-529,2024,2a_5_1_hmis,B_integer,,135,49,manual_blank
CA-529,2024,2a_5_1_coverage,B_percent,,0.9,49,manual_blank
CA-529,2024,2a_5_2_non_vsp,B_integer,,0,49,manual_blank
CA-529,2024,2a_5_2_vsp,B_integer,,0,49,manual_blank
CA-529,2024,2a_5_2_hmis,B_integer,,0,49,manual_blank
CA-529,2024,2a_5_2_coverage,B_percent,,0.0,49,manual_blank
CA-529,2024,2a_5_3_non_vsp,B_integer,,63,49,manual_blank
CA-529,2024,2a_5_3_vsp,B_integer,,0,49,manual_blank
CA-529,2024,2a_5_3_hmis,B_integer,,32,49,manual_blank
CA-529,2024,2a_5_3_coverage,B_percent,,0.5079,49,manual_blank
CA-529,2024,2a_5_4_non_vsp,B_integer,,77,49,manual_blank
CA-529,2024,2a_5_4_vsp,B_integer,,0,49,manual_blank
CA-529,2024,2a_5_4_hmis,B_integer,,77,49,manual_blank
CA-529,2024,2a_5_4_coverage,B_percent,,1.0,49,manual_blank
CA-529,2024,2a_5_5_non_vsp,B_integer,,15,49,manual_blank
CA-529,2024,2a_5_5_vsp,B_integer,,0,49,manual_blank
CA-529,2024,2a_5_5_hmis,B_integer,,0,49,manual_blank
CA-529,2024,2a_5_5_coverage,B_percent,,0.0,49,manual_blank
CA-529,2024,2a_5_6_non_vsp,B_integer,,263,50,manual_blank
CA-529,2024,2a_5_6_vsp,B_integer,,0,50,manual_blank
CA-529,2024,2a_5_6_hmis,B_integer,,14,50,manual_blank
CA-529,2024,2a_5_6_coverage,B_percent,,0.0532,50,manual_blank
CA-529,2024,1c_4_1,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_4_2,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_4_3,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_4_4,A_categorical,,Yes,10,manual_blank
CA-529,2024,1c_5_1,A_categorical,,Yes,13,manual_blank
CA-529,2024,1c_5_2,A_categorical,,Yes,13,manual_blank
CA-529,2024,1c_5_3,A_categorical,,Yes,13,manual_blank
CA-529,2024,1d_9_1,A_categorical,,Yes,32,manual_blank
CA-529,2024,2a_6,A_categorical,,No,85,manual_blank
CA-529,2024,3a_1,A_categorical,,No,62,manual_blank
CA-529,2024,3a_2,A_categorical,,Yes,62,manual_blank
CA-529,2024,3c_1,A_categorical,,No,65,manual_blank
CA-529,2024,4a_1,A_categorical,,Yes,66,manual_blank
CA-530,2024,2a_6,A_categorical,Yes,,,auto_blank
CA-601,2024,1b_1_19_voted,A_categorical,Yes,No,4,manual='Yes'/auto='No'
CA-603,2024,2a_5_2_coverage,B_percent,0.0,1.0,49,manual=0.0/auto=100.0
CA-608,2024,1b_1_30_voted,A_categorical, ,Yes,4,manual=None/auto='Yes'
CA-612,2024,2a_5_5_coverage,B_percent,1.0,0.91,47,manual=100.0/auto=91.0
CA-612,2024,4a_1,A_categorical,No,,,auto_blank
CA-614,2024,1b_1_32_ces,A_categorical,Yes,No,4,manual='Yes'/auto='No'
CA-614,2024,1c_4c_7_mou,A_categorical,Yes,No,12,manual='Yes'/auto='No'
CO-500,2024,1b_1_30_meetings,A_categorical,No,Yes,4,manual='No'/auto='Yes'
CO-500,2024,1b_1_30_ces,A_categorical,Yes,No,4,manual='Yes'/auto='No'
CO-504,2024,2a_6,A_categorical,Yes,No,84,manual='Yes'/auto='No'
CT-505,2024,2a_6,A_categorical,Yes,No,84,manual='Yes'/auto='No'
DE-500,2024,1d_9b_6,A_categorical,Yes,No,34,manual='Yes'/auto='No'
DE-500,2024,1c_5c_5_ces,A_categorical,No,Yes,15,manual='No'/auto='Yes'
DE-500,2024,1c_5c_6_proj,A_categorical,No,Yes,15,manual='No'/auto='Yes'
FL-500,2024,1b_1_33_ces,A_categorical,No,Yes,4,manual='No'/auto='Yes'
FL-501,2024,1b_1_7_ces,A_categorical,Yes,No,3,manual='Yes'/auto='No'
FL-505,2024,1a_4,C_label,"Volusia/Flagler County Coalition for the

Homeless",Okaloosa Walton Homeless Continuum of Care,2,manual='volusia/flagler county coalition for the homeless'/auto='okaloosa walton homeless continuum of care'
FL-505,2024,1b_1_33_ces,A_categorical,Yes,No,4,manual='Yes'/auto='No'
FL-505,2024,2a_6,A_categorical,Yes,No,65,manual='Yes'/auto='No'
FL-507,2024,2a_5_6_coverage,B_percent,0.2,0.002,51,manual=20.0/auto=0.2
FL-507,2024,2a_6,A_categorical,Yes,No,72,manual='Yes'/auto='No'
FL-508,2024,1b_1_30_meetings,A_categorical,Yes,No,4,manual='Yes'/auto='No'
FL-510,2024,1b_1_9_ces,A_categorical,No,Yes,3,manual='No'/auto='Yes'
FL-511,2024,1b_1_10_ces,A_categorical,Yes,No,3,manual='Yes'/auto='No'
FL-512,2024,2a_5_2_coverage,B_percent,0.0,1.0,46,manual=0.0/auto=100.0
FL-514,2024,2a_5_3_coverage,B_percent,"100,00%",1.0,43,"cast_fail manual='100,00%'/auto=1.0"
FL-517,2024,1b_1_1_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_3_meetings,A_categorical,Nonexistent,Yes,106,manual='Nonexistent'/auto='Yes'
FL-517,2024,1b_1_3_voted,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_3_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_4_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_5_meetings,A_categorical,Nonexistent,Yes,106,manual='Nonexistent'/auto='Yes'
FL-517,2024,1b_1_5_voted,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_5_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_7_voted,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_7_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_9_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_10_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_11_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_12_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_15_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_16_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_17_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_18_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_19_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_20_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_21_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_22_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_23_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_24_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_25_ces,A_categorical,No,Yes,106,manual='No'/auto='Yes'
FL-517,2024,1b_1_26_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_27_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_29_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_31_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_32_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_33_meetings,A_categorical,Nonexistent,Yes,107,manual='Nonexistent'/auto='Yes'
FL-517,2024,1b_1_33_voted,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,1b_1_33_ces,A_categorical,No,Yes,107,manual='No'/auto='Yes'
FL-517,2024,2a_5_4_coverage,B_percent,157.0,1.57,45,manual=157.0/auto=1.57
FL-520,2024,1b_1_4_ces,A_categorical,Yes,No,3,manual='Yes'/auto='No'
FL-520,2024,1b_1_5_ces,A_categorical,Yes,No,3,manual='Yes'/auto='No'
FL-520,2024,1b_1_7_ces,A_categorical,Yes,No,3,manual='Yes'/auto='No'
FL-520,2024,1b_1_9_ces,A_categorical,Yes,No,3,manual='Yes'/auto='No'
FL-520,2024,2a_5_2_non_vsp,B_integer,Empty,,,auto_blank
FL-520,2024,2a_5_2_vsp,B_integer,Empty,,,auto_blank
FL-520,2024,2a_5_2_hmis,B_integer,Empty,,,auto_blank
FL-520,2024,2a_5_2_coverage,B_percent,Empty,,,auto_blank
FL-604,2024,1a_2,C_label,"Monroe County Homeless Services Continnum-
of-Care, Inc.","Monroe County Homeless Services Continnum­ of-Care, Inc.",71,"manual='monroe county homeless services continnum- of-care, inc.'/auto='monroe county homeless services continnum\xad of-care, inc.'"
FL-604,2024,1b_1_12_ces,A_categorical,Yes,No,3,manual='Yes'/auto='No'
GA-500,2024,1b_1_30_ces,A_categorical,Yes,No,4,manual='Yes'/auto='No'
GA-502,2024,1a_1b,C_label,"Oakland, Berkeley/Alameda County CoC",Fulton County CoC,2,"manual='oakland, berkeley/alameda county coc'/auto='fulton county coc'"
GA-502,2024,1a_2,C_label,Alameda County,Fulton County Board of Commissioners,2,manual='alameda county'/auto='fulton county board of commissioners'
GA-502,2024,1a_4,C_label,Alameda,GA Department of Community Affairs,2,manual='alameda'/auto='ga department of community affairs'
GA-502,2024,1b_1_1_voted,A_categorical,Yes,No,3,manual='Yes'/auto='No'
GA-502,2024,1b_1_5_voted,A_categorical,Yes,No,3,manual='Yes'/auto='No'
GA-502,2024,1b_1_7_voted,A_categorical,Yes,No,3,manual='Yes'/auto='No'
GA-502,2024,1b_1_8_meetings,A_categorical,Nonexistent,No,3,manual='Nonexistent'/auto='No'
GA-502,2024,1b_1_9_voted,A_categorical,Yes,No,3,manual='Yes'/auto='No'
GA-502,2024,1b_1_13_voted,A_categorical,Yes,No,3,manual='Yes'/auto='No'
GA-502,2024,1b_1_21_voted,A_categorical,Yes,No,4,manual='Yes'/auto='No'
GA-502,2024,1b_1_28_voted,A_categorical,Yes,No,4,manual='Yes'/auto='No'
GA-502,2024,1b_1_30_voted,A_categorical,Yes,No,4,manual='Yes'/auto='No'
GA-502,2024,1b_1_31_voted,A_categorical,Yes,No,4,manual='Yes'/auto='No'
GA-502,2024,1c_3_5,A_categorical,No,Yes,9,manual='No'/auto='Yes'
GA-502,2024,1d_1_4,A_categorical,Yes,,,auto_blank
GA-502,2024,1d_2_1,B_integer,40.0,6.0,19,manual=40/auto=6
GA-502,2024,1d_2_2,B_integer,40.0,6.0,19,manual=40/auto=6
GA-502,2024,1c_4c_1_oth,A_categorical,Yes,No,11,manual='Yes'/auto='No'
GA-502,2024,1c_4c_3_mou,A_categorical,No,Yes,11,manual='No'/auto='Yes'
GA-502,2024,1c_4c_3_oth,A_categorical,No,Yes,11,manual='No'/auto='Yes'
GA-502,2024,1c_4c_6_oth,A_categorical,Yes,No,11,manual='Yes'/auto='No'
GA-502,2024,1c_7c_2,A_categorical,No,Yes,18,manual='No'/auto='Yes'
GA-502,2024,1c_7c_3,A_categorical,No,Yes,18,manual='No'/auto='Yes'
GA-502,2024,1c_7c_6,A_categorical,No,Yes,18,manual='No'/auto='Yes'
GA-502,2024,1d_10a_1_years,B_integer,50.0,4,31,manual=50/auto=4
GA-502,2024,1d_10a_1_unsheltered,B_integer,34.0,4,31,manual=34/auto=4
GA-502,2024,1d_10a_2_years,B_integer,50.0,2,31,manual=50/auto=2
GA-502,2024,1d_10a_2_unsheltered,B_integer,34.0,2,31,manual=34/auto=2
GA-502,2024,1d_10a_3_years,B_integer,19.0,1,31,manual=19/auto=1
GA-502,2024,1d_10a_3_unsheltered,B_integer,13.0,1,31,manual=13/auto=1
GA-502,2024,1d_10a_4_years,B_integer,13.0,2,31,manual=13/auto=2
GA-502,2024,1d_10a_4_unsheltered,B_integer,9.0,2,31,manual=9/auto=2
GA-502,2024,2a_5_1_non_vsp,B_integer,2256.0,92,41,manual=2256/auto=92
GA-502,2024,2a_5_1_vsp,B_integer,184.0,35,41,manual=184/auto=35
GA-502,2024,2a_5_1_hmis,B_integer,2268.0,127,41,manual=2268/auto=127
GA-502,2024,2a_5_1_coverage,B_percent,92.95,1.0,41,manual=92.95/auto=100.0
GA-502,2024,2a_5_2_non_vsp,B_integer,14.0,0,41,manual=14/auto=0
GA-502,2024,2a_5_2_hmis,B_integer,14.0,0,41,manual=14/auto=0
GA-502,2024,2a_5_2_coverage,B_percent,100.0,0.0,41,manual=100.0/auto=0.0
GA-502,2024,2a_5_3_non_vsp,B_integer,1008.0,119,41,manual=1008/auto=119
GA-502,2024,2a_5_3_vsp,B_integer,10.0,0,41,manual=10/auto=0
GA-502,2024,2a_5_3_hmis,B_integer,915.0,119,41,manual=915/auto=119
GA-502,2024,2a_5_3_coverage,B_percent,89.88,1.0,41,manual=89.88/auto=100.0
GA-502,2024,2a_5_4_non_vsp,B_integer,1127.0,165,41,manual=1127/auto=165
GA-502,2024,2a_5_4_vsp,B_integer,69.0,0,41,manual=69/auto=0
GA-502,2024,2a_5_4_hmis,B_integer,1196.0,165,41,manual=1196/auto=165
GA-502,2024,2a_5_5_non_vsp,B_integer,5129.0,558,41,manual=5129/auto=558
GA-502,2024,2a_5_5_vsp,B_integer,0.0,32,41,manual=0/auto=32
GA-502,2024,2a_5_5_hmis,B_integer,3812.0,590,41,manual=3812/auto=590
